model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,fips,bin_name,repetition,fold,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
xgboost,68,18,39,6.104562520980835,0.002575397491455078,0.47284475191544095,76044.74045138892,162018.7329717212,26250069833.761906,1011,small,4,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.05223675599383551,250.0,0.9208879263965825,0.8421330565254365,10.0,0.22942868297683114,1.5368968293041485,1.9037615714826999,6.067667722702026
tabpfn,69,17,39,0.2714531421661377,0.13571572303771973,0.04218435050005709,66986.90067784928,129166.94890458045,16684100689.318499,1011,small,4,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,5.555430889129639,0.002795696258544922,-0.09950471698875285,73284.72277113971,138391.3625414925,19152169226.090816,1011,small,4,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.1851533995951019,200.0,0.7243541738979651,0.9222112750460423,8.0,0.28528411256517777,0.2156062992691686,0.6802027497342287,5.523028612136841
tabpfn,69,17,39,0.27967119216918945,0.1375129222869873,0.7928619463896497,52261.07996323531,93603.05795071358,8761532457.724646,1011,small,4,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,7.047772169113159,0.002601146697998047,0.7451047454628568,58060.90268841913,103834.33040989221,10781568171.670666,1011,small,4,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.0743716057089235,400.0,0.8997728618530808,0.9459446010072473,4.0,0.0806393601022979,0.13650041634049268,0.743622584523521,6.991757392883301
tabpfn,69,17,39,0.2658257484436035,0.1339111328125,0.7046331125019643,78120.55066636032,118378.53181405163,14013476794.450436,1011,small,4,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,6.182973623275757,0.0025739669799804688,0.5014820480431754,92441.95950137865,153791.540484149,23651837924.48764,1011,small,4,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,2.0,0.08880668694423549,500.0,0.845250579106842,0.7083197831450656,6.0,0.545630652224809,1.9686663451139241,0.047075833491100956,6.120823383331299
tabpfn,69,17,39,0.2729966640472412,0.13411569595336914,0.5258663884520611,77280.20186121328,160349.35874720584,25711916850.64012,1011,small,4,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,5.603104591369629,0.002608060836791992,0.4501196135555797,95487.07864200372,172683.55078881473,29819608713.033154,1011,small,4,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.16015692396946413,200.0,0.7369584838520616,0.9310878385741073,7.0,0.1189851858884354,2.3663744186792535,0.013698658893841963,5.5647571086883545
tabpfn,68,18,39,0.27401280403137207,0.134354829788208,0.6632722994619624,56962.10188802084,79693.66663216801,6351080501.279128,1011,small,5,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
