model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,seed,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
xgboost,200,39011,69,12.699464797973633,0.018726348876953125,0.43790904846857004,149285.8594695246,245460.79567354766,60251002212.69112,9,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,6.0,0.05399543563502345,150.0,0.6571472387385795,0.6945032422601721,9.0,8.536496506068212e-05,5.424238695226354,0.558154015329335,12.657668828964233
xgboost,500,39011,69,20.39970111846924,0.07445549964904785,0.4505128854663225,146943.41769589024,242693.19379849947,58899986316.11602,0,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,6.0,0.015400664119578057,500.0,0.7478002226309627,0.6191940559323018,1.0,0.020166462985230324,4.15571627001485,0.3360023914985745,20.26326870918274
xgboost,500,39011,69,26.88641929626465,0.04680657386779785,0.4863539565672128,142174.12538170323,234644.73515720345,55058151736.994156,1,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.02498602243212524,350.0,0.7568085590739575,0.6202602037984263,1.0,1.8559226611369451e-06,4.014803456540932,0.00972891142843044,26.77107548713684
xgboost,500,39011,69,16.688300132751465,0.03203153610229492,0.41977413278728204,146932.96791469873,249389.0516621032,62194899088.92317,2,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.010524140231224456,300.0,0.7674224741627784,0.6915285873256295,8.0,0.00018647457381119922,0.4388358393523324,2.384364676190243e-06,16.601908206939697
xgboost,500,39011,69,16.16586446762085,0.02591538429260254,0.3430635812759114,155120.825605278,265363.0864938234,70417567673.5284,3,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.015212800373795531,350.0,0.7622199404592858,0.8490543416306481,5.0,0.13574721532407166,8.363139606064767,4.15086912473772e-06,16.078055381774902
xgboost,500,39011,69,20.06042218208313,0.03565382957458496,0.4269229377252779,152222.35137725578,247847.96281267455,61428612670.392914,4,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.02539565677093805,900.0,0.8973337147881429,0.9227404536375418,10.0,0.00018718785611174704,8.60711539141779,0.9443019461046444,19.91279125213623
xgboost,500,39011,69,20.413984298706055,0.05209755897521973,0.4322528361881327,156870.9740897399,246692.716487387,60857296367.92629,5,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,6.0,0.022519637966660302,250.0,0.6356935695202064,0.6554206716267359,6.0,3.1217908720364944e-07,0.3243029239181054,5.848035156071288e-07,20.320804595947266
xgboost,500,39011,69,15.74386739730835,0.015543222427368164,0.4531601496451645,148542.37350723194,242107.87645294616,58616223840.555046,6,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.027763758861923688,150.0,0.8861079170146088,0.7974251183637835,9.0,0.24814677557194295,0.9630140590281298,1.8185003778582906e-08,15.697381258010864
xgboost,500,39011,69,17.423322200775146,0.0173647403717041,0.34184214144810077,162976.90757314445,265609.6663089853,70548494836.77054,7,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,7.0,0.04775834209252037,400.0,0.8417607868078831,0.655249280363061,7.0,5.7774558322894075e-05,1.0185963925143013,1.8216268868673673,17.349191904067993
xgboost,500,39011,69,18.824577569961548,0.019513607025146484,0.40002609972490444,150678.54232620288,253597.53030148495,64311707375.01257,8,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.010285859171108913,250.0,0.9601602981832692,0.998274220046772,9.0,0.19432189899611113,0.10549744050522121,9.373550547039569e-08,18.755560398101807
xgboost,500,39011,69,19.939712047576904,0.04150104522705078,0.4119589332102077,148786.9331196249,251062.97399204018,63032616909.72784,9,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,7.0,0.016076002523149852,250.0,0.9569950082541361,0.705993003878221,10.0,0.007827992486305066,4.529395427414743,0.7874093031448073,19.860591411590576
xgboost,1000,39011,69,26.37513303756714,0.059615135192871094,0.47925311695392225,145542.3611913947,236261.0774376438,55819296711.99632,0,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.011103901343409366,650.0,0.8641417295757754,0.6350789756857026,7.0,0.0010601280104617658,0.2497206423265255,5.860249016116899e-08,26.20375156402588
xgboost,1000,39011,69,21.895806074142456,0.02674698829650879,0.5314044041116004,136561.78228816873,224118.62114795815,50229156345.262,1,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.018121288938147292,400.0,0.7356506744109997,0.8146466441575371,7.0,0.0028368432185116805,0.4394976662769999,0.27347861367255877,21.788915395736694
xgboost,1000,39011,69,20.161922931671143,0.0316164493560791,0.5063991840221655,139345.41987215946,230020.6228445895,52909486933.81289,2,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.017078207551549412,300.0,0.6031774781545679,0.8622149953098498,8.0,0.0002953851542568911,0.7379731461796045,1.623798244667412e-08,20.06597089767456
xgboost,1000,39011,69,22.133229970932007,0.07633256912231445,0.46434775816134766,144607.02763503403,239618.4773071021,57417014666.9742,3,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,6.0,0.014242589924196443,450.0,0.7599658600390091,0.8660698517703787,10.0,0.006982748584615481,7.749922408477804,0.6120048349927648,21.990423440933228
xgboost,1000,39011,69,20.90724539756775,0.027240753173828125,0.5280070694169731,139354.21629215957,224929.58789530664,50593319510.75248,4,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.01661258624483495,400.0,0.6385459968098416,0.6536428174586586,10.0,4.397808946611235e-08,0.13397461965690638,3.324982325624144e-07,20.803831100463867
xgboost,1000,39011,69,30.473495960235596,0.03559112548828125,0.48144437983846855,144705.30670936563,235763.4691783104,55584413398.99212,5,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,7.0,0.06038901730385227,750.0,0.8388685251919451,0.6709990438272081,3.0,0.01072890114233224,7.281527978528547,0.7362416365302199,30.34103512763977
xgboost,1000,39011,69,19.087688207626343,0.016334056854248047,0.43037666326249724,148021.8936317641,247099.98972687192,61058404923.02021,6,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,9.0,0.0954948542313859,450.0,0.940645776176803,0.8505915654206465,8.0,0.00011329482031728177,2.9587007119973574,1.9026284796559905,19.00604486465454
xgboost,1000,39011,69,20.551512241363525,0.043385982513427734,0.4642695435877209,146065.86106683052,239635.97090786538,57425398552.95531,7,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,8.0,0.022360564857190984,250.0,0.8873872358678331,0.6358846440892796,4.0,0.001516993181187395,0.4455488869240855,0.7434128912348338,20.467186450958252
xgboost,1000,39011,69,20.611648321151733,0.04463815689086914,0.40136876180039627,151454.79979004318,253313.612537912,64167786297.00741,8,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,7.0,0.030816017044468066,150.0,0.7243929286862649,0.7300733288106989,8.0,0.0012602588933700108,5.948746813219773,8.315153257712834e-05,20.530067443847656
xgboost,1000,39011,69,27.43438696861267,0.1865220069885254,0.5097410938648154,140382.96157193644,229240.62642746718,52551264804.85757,9,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,9.0,0.010053895155177866,500.0,0.633901543353946,0.6748873590414214,9.0,0.029111634035482437,2.9363019072238465,5.381878945479999e-07,27.175224542617798
xgboost,2000,39011,69,36.819637298583984,0.06441569328308105,0.5188860271012377,138483.074010175,227092.51796097597,51571011713.85619,0,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.011828278861259086,700.0,0.6746094320607222,0.8012876979965188,8.0,0.06751664104756598,0.13748390343930394,9.798529723962272e-07,36.597286224365234
xgboost,2000,39011,69,24.368772983551025,0.029145479202270508,0.5495400560566452,134096.49988504846,219738.8917517746,48285180548.29811,1,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.019783960737211077,450.0,0.6412439620648638,0.8592375182527721,7.0,0.004026980785091857,1.2317912921662564,1.1498425318559917e-07,24.242712259292603
xgboost,2000,39011,69,38.587891817092896,0.05192852020263672,0.5554457595873903,132796.28529433205,218293.7086036677,47652143215.942986,2,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.018157750098879485,850.0,0.8428130990497386,0.8983464277098556,2.0,0.003505862994401267,1.25620754656124,0.0006649663870045252,38.361923933029175
xgboost,2000,39011,69,31.074141025543213,0.053209543228149414,0.5468152634114216,134009.4820973972,220402.4803976287,48577253365.4271,3,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.011837996667593194,600.0,0.6573848178854058,0.6291009887623222,3.0,4.044520718245605e-06,1.1035509431076107,5.892632211174438e-07,30.88459014892578
xgboost,2000,39011,69,32.909151554107666,0.04725074768066406,0.5417508982744578,136494.97458158838,221630.56406368956,49120106927.1892,4,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.018551519983157183,500.0,0.8704439901788261,0.7602180711418793,7.0,2.0683317343619227e-07,0.6859748044625668,0.0007643818839082646,32.719886779785156
xgboost,2000,39011,69,30.503931760787964,0.058773040771484375,0.5653651385785171,133264.15194592552,215844.565909442,46588876632.63545,5,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.01262084355350125,650.0,0.6595744038873584,0.947546230954855,4.0,0.0002549747610791038,5.197214387344579,2.644725261041277e-08,30.251977920532227
xgboost,2000,39011,69,25.47213387489319,0.04110574722290039,0.5665385663579077,132095.17280262298,215553.00026043644,46463095921.27571,6,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.021810625549461223,300.0,0.8652152570610142,0.655249280363061,8.0,0.07151587401644008,9.790034277539132,5.9182458838110025e-08,25.35243558883667
xgboost,2000,39011,69,27.620736360549927,0.03189492225646973,0.5356249809633358,136081.09800320741,223107.03520960352,49776749160.019264,7,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,3.0,0.027156316632330067,500.0,0.6683234315132859,0.7811899503399901,3.0,2.3963624004724163e-07,6.211080263626929,2.5185860756984444e-07,27.482017993927002
xgboost,2000,39011,69,25.079124212265015,0.035657644271850586,0.5044757040108234,139952.07081776613,230468.36306799809,53115666375.242584,8,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.02252103712603961,350.0,0.7268096444378657,0.826439213403869,8.0,0.11667481283718781,0.19544919403857086,0.014280957454678559,24.95693016052246
xgboost,2000,39011,69,28.703629732131958,0.034012794494628906,0.5596541471030743,134030.40958119184,217258.00932506836,47201042615.891495,9,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.019293369292093028,350.0,0.6043956756975085,0.9800429838614164,7.0,0.014540008188949745,2.193260843592443,2.4523063156210667e-08,28.57898712158203
xgboost,5000,39011,69,46.60953092575073,0.07269859313964844,0.5371585120703914,136144.86862539573,222738.34126585443,49612368669.86423,0,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.01703238431168562,800.0,0.8257480050732254,0.745918647597612,10.0,8.55932395284682e-07,2.075674634668872,0.00278003364589812,46.305153608322144
xgboost,5000,39011,69,50.473148822784424,0.0725550651550293,0.5899290594689308,127848.27813309067,209656.50306316267,43955849276.67394,1,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.015922284788647816,600.0,0.7233555018818839,0.620109187505011,2.0,4.206933570880025e-07,4.438624582183592,0.000519372528670163,50.185256004333496
xgboost,5000,39011,69,47.11382436752319,0.07031631469726562,0.5524126080588684,134783.58882710966,219037.1413284097,47977269281.32172,2,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.01703238431168562,800.0,0.8257480050732254,0.745918647597612,10.0,8.55932395284682e-07,2.075674634668872,0.00278003364589812,46.81098508834839
xgboost,5000,39011,69,48.120850563049316,0.10030126571655273,0.5688628170661562,130655.83297639608,214974.3183068889,46213957531.51159,3,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.0132988484423433,800.0,0.8031912272095859,0.6401529441942871,4.0,3.518896366345677e-07,4.419801256581803,1.511876824217562e-08,47.74749970436096
xgboost,5000,39011,69,46.73988938331604,0.09128499031066895,0.5646968568939883,131047.1819851292,216010.44027754772,46660510308.90002,4,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.013940346079873234,750.0,0.7760609974958406,0.6488152939379115,5.0,1.8841183049085085e-08,6.586289317583113,1.4065021149209235e-06,46.388150691986084
xgboost,5000,39011,69,55.40481162071228,0.09376668930053711,0.5674012911703412,130733.81984328138,215338.38422925476,46370619722.466156,5,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.013940346079873234,750.0,0.7760609974958406,0.6488152939379115,5.0,1.8841183049085085e-08,6.586289317583113,1.4065021149209235e-06,55.05639886856079
xgboost,5000,39011,69,44.57769727706909,0.09594345092773438,0.5757670559698432,129356.79619149887,213246.06995687578,45473886352.05276,6,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.013940346079873234,750.0,0.7760609974958406,0.6488152939379115,5.0,1.8841183049085085e-08,6.586289317583113,1.4065021149209235e-06,44.228676557540894
xgboost,5000,39011,69,54.70100235939026,0.1122593879699707,0.554017785748854,132533.83570018713,218644.023320183,47805208933.636734,7,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,6.0,0.012895469002881963,700.0,0.8521239571669925,0.7715198391777521,9.0,0.001874090443044865,2.1830877055519,9.518632125074592e-08,54.28358030319214
xgboost,5000,39011,69,38.91312623023987,0.09335899353027344,0.5648345251503346,131281.3421392764,215976.28002312058,46645753532.6254,8,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,5.0,0.013940346079873234,750.0,0.7760609974958406,0.6488152939379115,5.0,1.8841183049085085e-08,6.586289317583113,1.4065021149209235e-06,38.55418109893799
xgboost,5000,39011,69,59.30103158950806,0.07442283630371094,0.5746700695260165,130856.1436914428,213521.5990299621,45591473252.31191,9,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,4.0,0.016406570520570558,850.0,0.7317799327818267,0.7653656398770852,8.0,3.425692585259372e-07,1.8158532922746589,0.002688399287095816,58.969847679138184
