seed,train_size,test_type,n_train,n_test,n_train_cbgs,n_test_cbgs,mae,mse,r2,mean_ratio,median_ratio,std_ratio,train_time,pred_time,status
400,75,full,75,39011,0,0,160729.77450670965,69940666626.29166,0.3475126651680158,0.9648485951762727,0.7955298491379313,0.6814369149582407,0.4053933620452881,10.992658376693726,success
400,100,full,100,39011,0,0,154767.76537466995,60685029830.62827,0.433859937453022,0.9701268255528817,0.7948269047619051,0.7325066947606292,0.4292137622833252,10.924942255020142,success
400,200,full,200,39011,0,0,147838.13664795668,57882541296.156906,0.4600047879807553,1.0090090230424547,0.8417704866888522,0.7292042329311325,0.307844877243042,14.463382720947266,success
400,300,full,300,39011,0,0,149428.83442510606,60062491166.908104,0.4396676972745154,1.0072130535120238,0.8388992788461533,0.6883179772448299,0.3368067741394043,22.958300828933716,success
400,400,full,400,39011,0,0,139748.38591819454,51842209788.91747,0.516355978164847,1.100018469742383,0.9183885273972597,0.7451103043696512,0.3623387813568115,27.626931190490723,success
400,500,full,500,39011,0,0,138640.85769378347,51065092781.157646,0.5236058233508407,1.125772312145863,0.9426544660433073,0.7554335313653142,0.36188507080078125,32.886962890625,success
400,600,full,600,39011,0,0,138011.6226222652,49921406455.16348,0.5342754506038814,1.1192617418312238,0.9325055722891573,0.7594859678473632,0.4037492275238037,42.64390850067139,success
400,700,full,700,39011,0,0,136333.85727242797,47956812114.68232,0.5526034561417166,1.1519941053229088,0.9539022115384619,0.7960587836163312,0.4228842258453369,50.12734770774841,success
400,800,full,800,39011,0,0,137077.03195232595,49530703386.86868,0.5379203801711745,1.162115521286106,0.96761858974359,0.78917151056171,0.4377725124359131,57.2781777381897,success
400,900,full,900,39011,0,0,136099.45730851556,48748368091.83704,0.545218907569086,1.1538389013395083,0.9559448416751791,0.7900687251365113,0.46788930892944336,65.50800895690918,success
400,1000,full,1000,39011,0,0,135464.77244278858,48182410692.394005,0.550498811993849,1.1546191837061797,0.9497297159090907,0.8026720116010223,0.484511137008667,73.61800026893616,success
400,2000,full,2000,39011,0,0,130553.53299770417,45119318799.769646,0.5790748716994711,1.1173974602023846,0.9230267992424239,0.7622507762117993,0.6202011108398438,28.74864888191223,success
400,3000,full,3000,39011,0,0,127442.67156979762,42706073524.763336,0.601588411443069,1.126854984817622,0.9326596217105256,0.7606658522839168,0.8186070919036865,42.028199911117554,success
400,4000,full,4000,39011,0,0,126581.12718708345,42993179036.69712,0.598909959559014,1.1164161782110646,0.9350990000000005,0.7347566895419652,1.2244889736175537,57.68885326385498,success
400,5000,full,5000,39011,0,0,124663.86031784305,41930682559.359116,0.6088221541120188,1.1225227316807513,0.9456129303892222,0.7227551492455071,1.2432825565338135,76.4567518234253,success
400,6000,full,6000,39011,0,0,123826.2081087706,41130819343.71882,0.6162842022018935,1.1377723226314802,0.9584734968354431,0.7265460034228343,1.4478611946105957,95.6825053691864,success
400,7000,full,7000,39011,0,0,122969.49708095152,40314236341.59528,0.6239022317750402,1.1354156054567786,0.9568823125000007,0.728500403493982,1.6545422077178955,119.91431856155396,success
400,8000,full,8000,39011,0,0,123360.9888787377,40298542029.81914,0.6240486464456003,1.1332468667743156,0.9510130672609393,0.7347723447687144,1.926574945449829,145.06646585464478,success
400,9000,full,9000,39011,0,0,122403.9229221806,39385280752.774925,0.6325686026514484,1.1502398386019788,0.9618604008838377,0.750677336315977,2.0700466632843018,172.89398312568665,success
400,10000,full,10000,39011,0,0,122582.40694992278,39462507068.90449,0.6318481463615546,1.144261628475253,0.956165890957447,0.7491427869943683,2.2567217350006104,202.7705020904541,success
500,25,full,25,39011,0,0,164482.60081611597,71702080246.2194,0.3310801641090201,0.9580732710612069,0.7918154605263154,0.6824552477274962,0.3762245178222656,10.467768669128418,success
500,50,full,50,39011,0,0,169965.51913502763,74836117224.65504,0.3018422466860877,0.9369159286290402,0.7875339041095886,0.6585770502957577,0.3933584690093994,11.829357862472534,success
500,75,full,75,39011,0,0,166011.7687921756,70516119298.81474,0.34214417786687557,0.9107097586753423,0.7687778568301232,0.6124020399839027,0.38990283012390137,10.866473197937012,success
500,100,full,100,39011,0,0,160936.4941627041,67306020797.18528,0.3720916850456102,0.941526136547589,0.7860615301724141,0.630931355688787,0.4180326461791992,10.91732668876648,success
500,200,full,200,39011,0,0,149782.98616816412,59824653859.902336,0.44188651842760795,1.013531896299835,0.8456335526315789,0.6763615039751908,0.303189754486084,14.560772895812988,success
500,300,full,300,39011,0,0,142526.37822104662,54372622416.50026,0.49274936600287433,1.0524675887851247,0.8855025,0.6816665360820341,0.32230663299560547,15.840126514434814,success
500,400,full,400,39011,0,0,141928.26474343776,54532644206.63144,0.4912564978848789,1.042219489801319,0.8747806338028161,0.6763774814784607,0.3314330577850342,17.37994694709778,success
500,500,full,500,39011,0,0,139150.76204928578,51999340351.35235,0.5148900827587937,1.030553686832076,0.8726420362903226,0.6602010424857799,0.35101938247680664,18.335551977157593,success
500,600,full,600,39011,0,0,136405.73981517233,50294359071.749084,0.5307961177557288,1.0399249925971497,0.8865270974099094,0.6554856652416831,0.3634531497955322,19.66426658630371,success
