fips,filename,row_count,file_size_bytes,file_size_mb
27107,fips_27107.csv,394,326203,0.31
27109,fips_27109.csv,15242,13488689,12.86
27111,fips_27111.csv,7313,6243365,5.95
27113,fips_27113.csv,1028,849540,0.81
27115,fips_27115.csv,3304,2910476,2.78
27117,fips_27117.csv,820,681385,0.65
27119,fips_27119.csv,2239,1946925,1.86
27121,fips_27121.csv,964,797154,0.76
27123,fips_27123.csv,35268,30965001,29.53
27125,fips_27125.csv,221,183662,0.18
27127,fips_27127.csv,1136,942678,0.9
27129,fips_27129.csv,1096,912681,0.87
27131,fips_27131.csv,4711,4153351,3.96
27133,fips_27133.csv,849,707587,0.67
27135,fips_27135.csv,578,480208,0.46
27137,fips_27137.csv,19614,16625874,15.86
27139,fips_27139.csv,10823,9354871,8.92
27141,fips_27141.csv,7684,6620073,6.31
27143,fips_27143.csv,1357,1120807,1.07
27145,fips_27145.csv,10960,9277074,8.85
27147,fips_27147.csv,3284,2833845,2.7
27149,fips_27149.csv,761,622731,0.59
27151,fips_27151.csv,713,581506,0.55
27153,fips_27153.csv,1843,1525771,1.46
27155,fips_27155.csv,249,202987,0.19
27157,fips_27157.csv,2164,1915182,1.83
27159,fips_27159.csv,1388,1174577,1.12
27161,fips_27161.csv,1742,1531884,1.46
27163,fips_27163.csv,21686,18700521,17.83
27165,fips_27165.csv,788,705977,0.67
27167,fips_27167.csv,453,381417,0.36
27169,fips_27169.csv,2908,2557913,2.44
27171,fips_27171.csv,11608,10015694,9.55
27173,fips_27173.csv,824,694331,0.66
28001,fips_28001.csv,1129,964899,0.92
28003,fips_28003.csv,423,366425,0.35
28005,fips_28005.csv,17,17061,0.02
28009,fips_28009.csv,23,21988,0.02
28011,fips_28011.csv,768,672000,0.64
28017,fips_28017.csv,201,176102,0.17
28021,fips_28021.csv,12,11659,0.01
28023,fips_28023.csv,292,253478,0.24
28029,fips_28029.csv,591,511553,0.49
28031,fips_28031.csv,211,181475,0.17
28033,fips_28033.csv,12026,10193532,9.72
28035,fips_28035.csv,2581,2232189,2.13
28037,fips_28037.csv,14,14492,0.01
28039,fips_28039.csv,7,8559,0.01
28041,fips_28041.csv,15,15034,0.01
28045,fips_28045.csv,1022,854891,0.82
28047,fips_28047.csv,7812,6625230,6.32
28053,fips_28053.csv,17,17324,0.02
28057,fips_28057.csv,1,3349,0.0
28059,fips_28059.csv,5727,4860804,4.64
28061,fips_28061.csv,70,62287,0.06
28065,fips_28065.csv,23,21881,0.02
28067,fips_28067.csv,839,733761,0.7
28069,fips_28069.csv,9,10139,0.01
28071,fips_28071.csv,2314,1998989,1.91
28073,fips_28073.csv,2458,2095073,2.0
28075,fips_28075.csv,1762,1536529,1.47
28077,fips_28077.csv,204,179581,0.17
28079,fips_28079.csv,372,303489,0.29
28081,fips_28081.csv,5622,4884572,4.66
28085,fips_28085.csv,777,668707,0.64
28087,fips_28087.csv,2591,2232406,2.13
28089,fips_28089.csv,6109,5147227,4.91
28093,fips_28093.csv,1325,1098614,1.05
28095,fips_28095.csv,1541,1330367,1.27
28099,fips_28099.csv,225,196794,0.19
28101,fips_28101.csv,309,269904,0.26
28103,fips_28103.csv,220,192416,0.18
28105,fips_28105.csv,1541,1305818,1.25
28109,fips_28109.csv,2054,1766973,1.69
28111,fips_28111.csv,63,55939,0.05
28113,fips_28113.csv,1480,1277462,1.22
28115,fips_28115.csv,104,92030,0.09
28117,fips_28117.csv,72,63602,0.06
28121,fips_28121.csv,7235,6184568,5.9
28123,fips_28123.csv,504,435843,0.42
28125,fips_28125.csv,80,73635,0.07
28127,fips_28127.csv,179,157212,0.15
28129,fips_28129.csv,46,42007,0.04
28131,fips_28131.csv,79,70647,0.07
28137,fips_28137.csv,947,809424,0.77
28139,fips_28139.csv,10,11096,0.01
28141,fips_28141.csv,726,614428,0.59
28145,fips_28145.csv,1,3338,0.0
28147,fips_28147.csv,102,89987,0.09
28149,fips_28149.csv,764,673777,0.64
28151,fips_28151.csv,1990,1725112,1.65
28153,fips_28153.csv,208,179541,0.17
28157,fips_28157.csv,2,4158,0.0
28163,fips_28163.csv,18,18180,0.02
29001,fips_29001.csv,1224,1069886,1.02
29005,fips_29005.csv,183,156707,0.15
29007,fips_29007.csv,1758,1496325,1.43
29009,fips_29009.csv,1848,1573541,1.5
29011,fips_29011.csv,621,538779,0.51
29013,fips_29013.csv,825,704140,0.67
29017,fips_29017.csv,27,25703,0.02
29019,fips_29019.csv,9574,8289021,7.91
29021,fips_29021.csv,6079,5072547,4.84
29023,fips_29023.csv,2710,2195678,2.09
29025,fips_29025.csv,360,312875,0.3
29027,fips_29027.csv,2163,1882784,1.8
29029,fips_29029.csv,4095,3385929,3.23
29031,fips_29031.csv,5856,4998521,4.77
29035,fips_29035.csv,341,192647,0.18
29037,fips_29037.csv,8850,7642804,7.29
29039,fips_29039.csv,1010,861318,0.82
29041,fips_29041.csv,380,314431,0.3
29043,fips_29043.csv,8033,6637316,6.33
29045,fips_29045.csv,206,171208,0.16
29047,fips_29047.csv,19518,16420664,15.66
29049,fips_29049.csv,1402,1216977,1.16
29051,fips_29051.csv,4382,3770581,3.6
29053,fips_29053.csv,1371,1180220,1.13
29055,fips_29055.csv,1405,1197434,1.14
29059,fips_29059.csv,1059,906240,0.86
29061,fips_29061.csv,574,500607,0.48
29063,fips_29063.csv,225,195100,0.19
29065,fips_29065.csv,6,7525,0.01
29067,fips_29067.csv,675,441822,0.42
29071,fips_29071.csv,128,98714,0.09
29073,fips_29073.csv,1335,1151637,1.1
29075,fips_29075.csv,306,255959,0.24
29077,fips_29077.csv,23973,20242842,19.31
29079,fips_29079.csv,318,261724,0.25
29081,fips_29081.csv,218,188133,0.18
29083,fips_29083.csv,84,73348,0.07
29085,fips_29085.csv,30,27256,0.03
29091,fips_29091.csv,2411,2011062,1.92
29095,fips_29095.csv,50747,43824344,41.79
29097,fips_29097.csv,8780,7176314,6.84
29099,fips_29099.csv,368,318934,0.3
29101,fips_29101.csv,3370,2831232,2.7
29107,fips_29107.csv,2637,2221282,2.12
29109,fips_29109.csv,2424,2035751,1.94
29111,fips_29111.csv,520,452975,0.43
29113,fips_29113.csv,2612,2153204,2.05
29115,fips_29115.csv,721,620783,0.59
29117,fips_29117.csv,1223,1068959,1.02
29119,fips_29119.csv,879,744993,0.71
29121,fips_29121.csv,1201,1016802,0.97
29123,fips_29123.csv,654,561546,0.54
29125,fips_29125.csv,556,464777,0.44
29127,fips_29127.csv,2015,1744098,1.66
29131,fips_29131.csv,1319,1089877,1.04
29133,fips_29133.csv,641,528643,0.5
29135,fips_29135.csv,1135,943294,0.9
29137,fips_29137.csv,345,286629,0.27
29141,fips_29141.csv,1500,1271240,1.21
29143,fips_29143.csv,834,683919,0.65
29145,fips_29145.csv,2717,2258446,2.15
29149,fips_29149.csv,21,17276,0.02
29153,fips_29153.csv,402,339604,0.32
29155,fips_29155.csv,444,380751,0.36
29157,fips_29157.csv,1287,1059543,1.01
29159,fips_29159.csv,3482,3038569,2.9
29161,fips_29161.csv,1366,1180375,1.13
29163,fips_29163.csv,950,817137,0.78
29165,fips_29165.csv,7789,6689013,6.38
29167,fips_29167.csv,1264,1071375,1.02
29169,fips_29169.csv,1126,943974,0.9
29173,fips_29173.csv,322,274527,0.26
29175,fips_29175.csv,518,447202,0.43
29179,fips_29179.csv,346,297741,0.28
29181,fips_29181.csv,420,330174,0.31
29183,fips_29183.csv,33331,29002792,27.66
29185,fips_29185.csv,549,467205,0.45
29186,fips_29186.csv,1116,905608,0.86
29187,fips_29187.csv,3071,2686843,2.56
29189,fips_29189.csv,100780,89099711,84.97
29195,fips_29195.csv,1913,1561109,1.49
29199,fips_29199.csv,63,56571,0.05
29201,fips_29201.csv,819,699440,0.67
29203,fips_29203.csv,209,179740,0.17
29205,fips_29205.csv,280,245221,0.23
29207,fips_29207.csv,2246,1874800,1.79
29209,fips_29209.csv,1943,1602243,1.53
29211,fips_29211.csv,174,145560,0.14
29213,fips_29213.csv,2907,2479937,2.37
29217,fips_29217.csv,467,388706,0.37
29219,fips_29219.csv,2152,1713238,1.63
29221,fips_29221.csv,131,112560,0.11
29223,fips_29223.csv,578,296631,0.28
29229,fips_29229.csv,1215,988670,0.94
29510,fips_29510.csv,24637,21006097,20.03
30001,fips_30001.csv,665,595594,0.57
30007,fips_30007.csv,606,533442,0.51
30009,fips_30009.csv,893,782939,0.75
30013,fips_30013.csv,6092,5434113,5.18
30021,fips_30021.csv,542,479685,0.46
30023,fips_30023.csv,722,640043,0.61
30027,fips_30027.csv,416,376112,0.36
30029,fips_30029.csv,5389,4723966,4.51
30031,fips_30031.csv,5687,5028470,4.8
30035,fips_30035.csv,331,300912,0.29
30039,fips_30039.csv,80,74131,0.07
30043,fips_30043.csv,793,718593,0.69
30045,fips_30045.csv,70,61519,0.06
30047,fips_30047.csv,1265,1137373,1.08
30049,fips_30049.csv,4441,3931730,3.75
30051,fips_30051.csv,45,43036,0.04
30053,fips_30053.csv,1354,1194575,1.14
30055,fips_30055.csv,46,41839,0.04
30057,fips_30057.csv,458,398238,0.38
30059,fips_30059.csv,135,120684,0.12
30061,fips_30061.csv,409,365064,0.35
30063,fips_30063.csv,4994,4420211,4.22
30067,fips_30067.csv,1329,1168877,1.11
30069,fips_30069.csv,13,11684,0.01
30073,fips_30073.csv,320,292935,0.28
30075,fips_30075.csv,28,26534,0.03
30081,fips_30081.csv,2555,2246489,2.14
30087,fips_30087.csv,352,314547,0.3
30089,fips_30089.csv,541,479960,0.46
30093,fips_30093.csv,1737,1536782,1.47
30097,fips_30097.csv,230,208168,0.2
30101,fips_30101.csv,286,257315,0.25
30111,fips_30111.csv,11290,10009489,9.55
31001,fips_31001.csv,3123,2746823,2.62
31003,fips_31003.csv,376,335404,0.32
31005,fips_31005.csv,8,8718,0.01
31007,fips_31007.csv,8,9396,0.01
31009,fips_31009.csv,23,16903,0.02
31011,fips_31011.csv,674,573468,0.55
31013,fips_31013.csv,1350,1195182,1.14
31015,fips_31015.csv,90,82080,0.08
31017,fips_31017.csv,174,158948,0.15
31019,fips_31019.csv,4433,3780748,3.61
31021,fips_31021.csv,501,447875,0.43
31023,fips_31023.csv,500,443803,0.42
31025,fips_31025.csv,3223,2864178,2.73
31027,fips_31027.csv,877,763532,0.73
31029,fips_31029.csv,520,463496,0.44
31031,fips_31031.csv,566,491559,0.47
31033,fips_31033.csv,1411,1278730,1.22
31035,fips_31035.csv,447,400582,0.38
31037,fips_31037.csv,625,547494,0.52
31039,fips_31039.csv,730,645699,0.62
31041,fips_31041.csv,342,301708,0.29
31043,fips_31043.csv,729,655242,0.62
31045,fips_31045.csv,768,676501,0.65
31047,fips_31047.csv,1892,1662611,1.59
31049,fips_31049.csv,247,224731,0.21
31051,fips_31051.csv,653,569552,0.54
31053,fips_31053.csv,4001,3483886,3.32
31055,fips_31055.csv,63766,54713150,52.18
31057,fips_31057.csv,243,206071,0.2
31059,fips_31059.csv,735,654034,0.62
31061,fips_31061.csv,414,365060,0.35
31063,fips_31063.csv,183,167303,0.16
31065,fips_31065.csv,710,615817,0.59
31067,fips_31067.csv,1910,1694381,1.62
31069,fips_31069.csv,180,162826,0.16
31071,fips_31071.csv,353,296768,0.28
31073,fips_31073.csv,255,228376,0.22
31077,fips_31077.csv,232,206894,0.2
31079,fips_31079.csv,3703,3226516,3.08
31081,fips_31081.csv,940,843526,0.8
31083,fips_31083.csv,637,514675,0.49
31085,fips_31085.csv,57,50377,0.05
31087,fips_31087.csv,440,369938,0.35
31089,fips_31089.csv,1043,906390,0.86
31091,fips_31091.csv,93,79577,0.08
31093,fips_31093.csv,683,602583,0.57
31095,fips_31095.csv,916,793924,0.76
31097,fips_31097.csv,462,407639,0.39
31099,fips_31099.csv,795,694719,0.66
31101,fips_31101.csv,953,836786,0.8
31103,fips_31103.csv,61,56777,0.05
31105,fips_31105.csv,647,564681,0.54
31107,fips_31107.csv,492,434425,0.41
31109,fips_31109.csv,28272,25117015,23.95
31111,fips_31111.csv,3730,3265650,3.11
31113,fips_31113.csv,73,61386,0.06
31117,fips_31117.csv,12,12306,0.01
31119,fips_31119.csv,3416,3052044,2.91
31121,fips_31121.csv,697,604178,0.58
31123,fips_31123.csv,416,369689,0.35
31125,fips_31125.csv,335,298654,0.28
31127,fips_31127.csv,682,614112,0.59
31129,fips_31129.csv,545,483628,0.46
31131,fips_31131.csv,1491,1318332,1.26
31133,fips_31133.csv,115,103729,0.1
31135,fips_31135.csv,307,272016,0.26
31137,fips_31137.csv,943,821169,0.78
31139,fips_31139.csv,571,505034,0.48
31141,fips_31141.csv,3321,2826803,2.7
31143,fips_31143.csv,603,532449,0.51
31145,fips_31145.csv,1180,1035420,0.99
31147,fips_31147.csv,1009,883392,0.84
31149,fips_31149.csv,159,142403,0.14
31151,fips_31151.csv,660,597092,0.57
31153,fips_31153.csv,22499,19358928,18.46
31155,fips_31155.csv,2573,2249370,2.15
31157,fips_31157.csv,3743,3313073,3.16
31159,fips_31159.csv,1140,1002473,0.96
31161,fips_31161.csv,443,390363,0.37
31163,fips_31163.csv,437,384844,0.37
31165,fips_31165.csv,42,39372,0.04
31167,fips_31167.csv,400,348796,0.33
31169,fips_31169.csv,575,517934,0.49
31171,fips_31171.csv,93,82714,0.08
31173,fips_31173.csv,312,273836,0.26
31175,fips_31175.csv,524,456351,0.44
31177,fips_31177.csv,2063,1800211,1.72
31179,fips_31179.csv,719,634352,0.6
31181,fips_31181.csv,285,255119,0.24
31183,fips_31183.csv,101,89221,0.09
31185,fips_31185.csv,1115,992275,0.95
32001,fips_32001.csv,3076,2614951,2.49
32003,fips_32003.csv,195561,169368819,161.52
32005,fips_32005.csv,5631,4686199,4.47
32007,fips_32007.csv,5315,4514901,4.31
32011,fips_32011.csv,93,76022,0.07
32013,fips_32013.csv,1511,1291281,1.23
32015,fips_32015.csv,163,135858,0.13
32017,fips_32017.csv,395,327421,0.31
32019,fips_32019.csv,5127,4319120,4.12
32021,fips_32021.csv,275,228437,0.22
32023,fips_32023.csv,3716,3144614,3.0
32027,fips_32027.csv,462,385608,0.37
32029,fips_32029.csv,611,522115,0.5
32031,fips_32031.csv,29444,25530818,24.35
32033,fips_32033.csv,973,818798,0.78
32510,fips_32510.csv,4870,4126654,3.94
33001,fips_33001.csv,4985,4175176,3.98
33003,fips_33003.csv,3049,2452368,2.34
33005,fips_33005.csv,4397,3406747,3.25
33007,fips_33007.csv,3027,2526397,2.41
33009,fips_33009.csv,5072,4258385,4.06
33011,fips_33011.csv,20403,16924308,16.14
33013,fips_33013.csv,10167,8630522,8.23
33015,fips_33015.csv,19478,16452107,15.69
33017,fips_33017.csv,7856,6467608,6.17
33019,fips_33019.csv,3424,2874209,2.74
34001,fips_34001.csv,20865,17612285,16.8
34003,fips_34003.csv,43080,35757952,34.1
34005,fips_34005.csv,38810,32549951,31.04
34007,fips_34007.csv,38361,32314052,30.82
34009,fips_34009.csv,14405,12153089,11.59
34011,fips_34011.csv,8906,7510085,7.16
34013,fips_34013.csv,45625,37856699,36.1
34015,fips_34015.csv,23601,19781922,18.87
34017,fips_34017.csv,13046,11025909,10.52
34019,fips_34019.csv,9465,7842144,7.48
34021,fips_34021.csv,26167,21791407,20.78
34023,fips_34023.csv,39034,32455302,30.95
34025,fips_34025.csv,48154,40180913,38.32
34027,fips_34027.csv,31608,26323889,25.1
34029,fips_34029.csv,68926,60022880,57.24
34031,fips_34031.csv,20317,16755726,15.98
34033,fips_34033.csv,5095,4304923,4.11
34035,fips_34035.csv,21837,18150149,17.31
34037,fips_34037.csv,15593,13010434,12.41
34039,fips_34039.csv,30058,25055514,23.89
34041,fips_34041.csv,8670,7265478,6.93
35001,fips_35001.csv,43802,36495606,34.8
35003,fips_35003.csv,321,159838,0.15
35005,fips_35005.csv,3324,2821767,2.69
35006,fips_35006.csv,369,304127,0.29
35007,fips_35007.csv,1090,862702,0.82
35009,fips_35009.csv,3498,2821321,2.69
35013,fips_35013.csv,6883,5831862,5.56
35015,fips_35015.csv,3950,3196878,3.05
35019,fips_35019.csv,65,54466,0.05
35021,fips_35021.csv,10,10061,0.01
35025,fips_35025.csv,30,26743,0.03
35027,fips_35027.csv,1007,824942,0.79
35028,fips_35028.csv,1710,1454646,1.39
35029,fips_35029.csv,563,459492,0.44
35035,fips_35035.csv,3839,3263545,3.11
35037,fips_35037.csv,355,301319,0.29
35039,fips_35039.csv,612,498980,0.48
35041,fips_35041.csv,808,655024,0.62
35043,fips_35043.csv,9698,8169856,7.79
35047,fips_35047.csv,458,373641,0.36
35049,fips_35049.csv,8237,6896008,6.58
35051,fips_35051.csv,597,491951,0.47
35053,fips_35053.csv,415,315683,0.3
35055,fips_35055.csv,546,438025,0.42
35057,fips_35057.csv,794,653589,0.62
35061,fips_35061.csv,4719,3901852,3.72
36001,fips_36001.csv,14035,12428818,11.85
36003,fips_36003.csv,2242,2004427,1.91
36005,fips_36005.csv,5053,4240895,4.04
36007,fips_36007.csv,10711,9511053,9.07
36009,fips_36009.csv,5571,4947886,4.72
36011,fips_36011.csv,4072,3637581,3.47
36013,fips_36013.csv,9483,8435772,8.04
36015,fips_36015.csv,5739,5113613,4.88
36017,fips_36017.csv,2809,2487351,2.37
36019,fips_36019.csv,3846,3458884,3.3
36021,fips_36021.csv,4738,4212717,4.02
36023,fips_36023.csv,2790,2497147,2.38
36025,fips_36025.csv,3771,3339861,3.19
36027,fips_36027.csv,14578,13005117,12.4
36029,fips_36029.csv,55252,49152026,46.88
36031,fips_36031.csv,2865,2493132,2.38
36033,fips_36033.csv,2331,2080578,1.98
36035,fips_36035.csv,4129,3670222,3.5
36037,fips_36037.csv,3119,2806019,2.68
36039,fips_36039.csv,4240,3748594,3.57
36041,fips_36041.csv,1096,977063,0.93
36043,fips_36043.csv,3755,3315365,3.16
36045,fips_36045.csv,6531,5862228,5.59
36047,fips_36047.csv,10906,9147658,8.72
36049,fips_36049.csv,1587,1426887,1.36
36051,fips_36051.csv,3450,3082236,2.94
36053,fips_36053.csv,2958,2654221,2.53
36055,fips_36055.csv,53438,47842718,45.63
36057,fips_36057.csv,2623,2336082,2.23
36059,fips_36059.csv,79877,70278067,67.02
36061,fips_36061.csv,494,409716,0.39
36063,fips_36063.csv,8423,7550302,7.2
36065,fips_36065.csv,11732,10388484,9.91
36067,fips_36067.csv,34754,31111611,29.67
36069,fips_36069.csv,5870,5233863,4.99
36071,fips_36071.csv,23010,20439970,19.49
36073,fips_36073.csv,1659,1487594,1.42
36075,fips_36075.csv,4606,4120921,3.93
36077,fips_36077.csv,3468,3084334,2.94
36079,fips_36079.csv,7074,6308904,6.02
36081,fips_36081.csv,29094,24471902,23.34
36083,fips_36083.csv,8975,7966073,7.6
36085,fips_36085.csv,12289,10335412,9.86
36087,fips_36087.csv,15442,13770901,13.13
36089,fips_36089.csv,5387,4802969,4.58
36091,fips_36091.csv,15136,13534520,12.91
36093,fips_36093.csv,11465,10204539,9.73
36095,fips_36095.csv,1813,1622681,1.55
36097,fips_36097.csv,1326,1180485,1.13
36099,fips_36099.csv,2087,1873317,1.79
36101,fips_36101.csv,7765,6916980,6.6
36103,fips_36103.csv,93954,78252160,74.63
36105,fips_36105.csv,6879,6135711,5.85
36107,fips_36107.csv,3219,2875155,2.74
36109,fips_36109.csv,4175,3741174,3.57
36111,fips_36111.csv,13670,12299768,11.73
36113,fips_36113.csv,4858,4356533,4.15
36115,fips_36115.csv,2680,2372744,2.26
36117,fips_36117.csv,6400,5720318,5.46
36119,fips_36119.csv,40850,34029904,32.45
36121,fips_36121.csv,1784,1603589,1.53
36123,fips_36123.csv,1110,994490,0.95
37001,fips_37001.csv,15250,13267285,12.65
37003,fips_37003.csv,2315,1942818,1.85
37005,fips_37005.csv,1832,1563730,1.49
37007,fips_37007.csv,1052,903016,0.86
37009,fips_37009.csv,3582,2952546,2.82
37011,fips_37011.csv,3460,2991228,2.85
37013,fips_37013.csv,3932,3398411,3.24
37015,fips_37015.csv,1060,914368,0.87
37017,fips_37017.csv,823,705073,0.67
37019,fips_37019.csv,22479,18840426,17.97
37021,fips_37021.csv,19488,17157391,16.36
37023,fips_37023.csv,5836,5202935,4.96
37025,fips_37025.csv,23607,19729947,18.82
37027,fips_37027.csv,7310,6383560,6.09
37029,fips_37029.csv,967,853312,0.81
37031,fips_37031.csv,8982,7809724,7.45
37033,fips_37033.csv,1062,907725,0.87
37035,fips_37035.csv,15532,13642944,13.01
37037,fips_37037.csv,6196,5239707,5.0
37039,fips_37039.csv,2609,2203191,2.1
37041,fips_37041.csv,891,781395,0.75
37043,fips_37043.csv,802,679487,0.65
37045,fips_37045.csv,9711,8286023,7.9
37047,fips_37047.csv,1962,1705629,1.63
37049,fips_37049.csv,8165,7144112,6.81
37051,fips_37051.csv,32530,28451712,27.13
37053,fips_37053.csv,4493,3757032,3.58
37055,fips_37055.csv,6193,5326302,5.08
37057,fips_37057.csv,17829,15221177,14.52
37059,fips_37059.csv,3777,3243388,3.09
37061,fips_37061.csv,1872,1281010,1.22
37063,fips_37063.csv,31997,27449459,26.18
37065,fips_37065.csv,3414,2928396,2.79
37067,fips_37067.csv,32106,28642709,27.32
37069,fips_37069.csv,7293,6072437,5.79
37071,fips_37071.csv,20045,16949167,16.16
37073,fips_37073.csv,531,462789,0.44
37075,fips_37075.csv,984,857947,0.82
37077,fips_37077.csv,3982,3505423,3.34
37079,fips_37079.csv,808,684185,0.65
37081,fips_37081.csv,54197,46818540,44.65
37083,fips_37083.csv,2641,2293009,2.19
37085,fips_37085.csv,17665,15429897,14.72
37087,fips_37087.csv,5602,4835183,4.61
37089,fips_37089.csv,11006,9622279,9.18
37091,fips_37091.csv,816,720754,0.69
37093,fips_37093.csv,4265,3741750,3.57
37095,fips_37095.csv,202,167237,0.16
37097,fips_37097.csv,28810,25000651,23.84
37099,fips_37099.csv,4872,4246529,4.05
37101,fips_37101.csv,15608,12872827,12.28
37103,fips_37103.csv,664,582362,0.56
37105,fips_37105.csv,5400,4703226,4.49
37107,fips_37107.csv,3325,2903785,2.77
37109,fips_37109.csv,11216,9322583,8.89
37111,fips_37111.csv,3329,2806499,2.68
37113,fips_37113.csv,6173,5439715,5.19
37115,fips_37115.csv,1391,1191482,1.14
37117,fips_37117.csv,1051,920110,0.88
37119,fips_37119.csv,108379,93093955,88.78
37121,fips_37121.csv,1402,1180084,1.13
37123,fips_37123.csv,1865,1579314,1.51
37125,fips_37125.csv,7078,6056070,5.78
37127,fips_37127.csv,6009,5097799,4.86
37129,fips_37129.csv,22325,19762476,18.85
37131,fips_37131.csv,921,793301,0.76
37133,fips_37133.csv,23672,20482315,19.53
37135,fips_37135.csv,7984,6739153,6.43
37137,fips_37137.csv,858,749485,0.71
37139,fips_37139.csv,3956,3361663,3.21
37141,fips_37141.csv,7525,6440556,6.14
37143,fips_37143.csv,1169,1001659,0.96
37145,fips_37145.csv,2898,2560295,2.44
37147,fips_37147.csv,11936,10187716,9.72
37149,fips_37149.csv,2057,1715798,1.64
37151,fips_37151.csv,10108,8849662,8.44
37153,fips_37153.csv,2205,1910904,1.82
37155,fips_37155.csv,4166,3572532,3.41
37157,fips_37157.csv,6690,5716807,5.45
37159,fips_37159.csv,12269,10537311,10.05
37161,fips_37161.csv,4916,4255487,4.06
37163,fips_37163.csv,2156,1822306,1.74
37165,fips_37165.csv,1142,991101,0.95
37167,fips_37167.csv,5091,4425407,4.22
37169,fips_37169.csv,2610,2251514,2.15
37171,fips_37171.csv,6049,5266421,5.02
37173,fips_37173.csv,1240,1070514,1.02
37175,fips_37175.csv,2529,2145120,2.05
37177,fips_37177.csv,349,304506,0.29
37179,fips_37179.csv,29378,25045325,23.89
37181,fips_37181.csv,3010,2537016,2.42
37183,fips_37183.csv,74143,63385306,60.45
37185,fips_37185.csv,1605,1405717,1.34
37187,fips_37187.csv,514,446101,0.43
37189,fips_37189.csv,7680,6778432,6.46
37191,fips_37191.csv,9995,8597666,8.2
37193,fips_37193.csv,3736,3205944,3.06
37195,fips_37195.csv,4718,3997477,3.81
37197,fips_37197.csv,2424,2074350,1.98
37199,fips_37199.csv,1397,1214029,1.16
38001,fips_38001.csv,207,152163,0.15
38003,fips_38003.csv,889,710505,0.68
38005,fips_38005.csv,197,128690,0.12
38007,fips_38007.csv,23,21055,0.02
38009,fips_38009.csv,621,497200,0.47
38011,fips_38011.csv,282,225979,0.22
38013,fips_38013.csv,143,118737,0.11
38015,fips_38015.csv,7739,6409574,6.11
38017,fips_38017.csv,11962,9844005,9.39
38019,fips_38019.csv,296,245431,0.23
38021,fips_38021.csv,369,292983,0.28
38023,fips_38023.csv,125,106524,0.1
38025,fips_38025.csv,198,158914,0.15
38027,fips_38027.csv,142,120057,0.11
38029,fips_38029.csv,207,174262,0.17
38031,fips_38031.csv,280,216502,0.21
38033,fips_38033.csv,136,115213,0.11
38035,fips_38035.csv,4330,3704931,3.53
38037,fips_38037.csv,140,108841,0.1
38039,fips_38039.csv,181,149402,0.14
38041,fips_38041.csv,187,148923,0.14
38043,fips_38043.csv,180,124383,0.12
38045,fips_38045.csv,356,284286,0.27
38047,fips_38047.csv,155,114636,0.11
38049,fips_38049.csv,369,307869,0.29
38051,fips_38051.csv,322,253098,0.24
38053,fips_38053.csv,713,592326,0.56
38055,fips_38055.csv,661,559984,0.53
38057,fips_38057.csv,880,639328,0.61
38059,fips_38059.csv,2452,1998379,1.91
38061,fips_38061.csv,507,423762,0.4
38063,fips_38063.csv,234,175715,0.17
38065,fips_38065.csv,94,69730,0.07
38067,fips_38067.csv,500,414932,0.4
38069,fips_38069.csv,327,254562,0.24
38071,fips_38071.csv,797,656164,0.63
38073,fips_38073.csv,702,533172,0.51
38075,fips_38075.csv,236,173794,0.17
38077,fips_38077.csv,996,853078,0.81
38079,fips_38079.csv,253,167216,0.16
38081,fips_38081.csv,282,230079,0.22
38083,fips_38083.csv,123,94055,0.09
38085,fips_38085.csv,7,8218,0.01
38087,fips_38087.csv,7,7046,0.01
38089,fips_38089.csv,2271,1891456,1.8
38091,fips_38091.csv,112,95533,0.09
38093,fips_38093.csv,1690,1221140,1.16
38095,fips_38095.csv,174,133229,0.13
38097,fips_38097.csv,684,563850,0.54
38099,fips_38099.csv,687,538696,0.51
38101,fips_38101.csv,5268,4570613,4.36
38103,fips_38103.csv,433,342009,0.33
38105,fips_38105.csv,2883,2374759,2.26
39001,fips_39001.csv,1058,923987,0.88
39003,fips_39003.csv,7131,6349116,6.05
39005,fips_39005.csv,4514,3993181,3.81
39007,fips_39007.csv,6647,5856309,5.59
39009,fips_39009.csv,3234,2868252,2.74
39011,fips_39011.csv,3410,2939398,2.8
39013,fips_39013.csv,3944,3443968,3.28
39015,fips_39015.csv,1822,1585272,1.51
39017,fips_39017.csv,29448,26025201,24.82
39019,fips_39019.csv,1695,1484039,1.42
39021,fips_39021.csv,3285,2898979,2.76
39023,fips_39023.csv,10844,9505112,9.06
39025,fips_39025.csv,15628,13558146,12.93
39027,fips_39027.csv,2709,2427341,2.31
39029,fips_39029.csv,7215,6384601,6.09
39031,fips_39031.csv,2513,2222212,2.12
39033,fips_39033.csv,4537,3942580,3.76
39035,fips_39035.csv,94845,86287202,82.29
39037,fips_39037.csv,3598,3159070,3.01
39039,fips_39039.csv,3461,3048117,2.91
39041,fips_39041.csv,18535,15951821,15.21
39043,fips_39043.csv,4132,3625544,3.46
39045,fips_39045.csv,10441,9342967,8.91
39047,fips_39047.csv,2561,2273105,2.17
39049,fips_39049.csv,89777,79441950,75.76
39051,fips_39051.csv,2724,2445998,2.33
39053,fips_39053.csv,1758,1524426,1.45
39055,fips_39055.csv,7025,6235665,5.95
39057,fips_39057.csv,13329,11581581,11.05
39059,fips_39059.csv,3573,3107097,2.96
